date,oi,nc_l,nc_s,nc_sp,c_l,c_s,nr_l,nr_s,nc_net,c_net,nr_net,nc_l_chg,nc_s_chg,c_l_chg,c_s_chg
2004-07-13,304780,100353,37497,16744,124560,225398,63123,25141,62856,-100838,37982,18960,6350,1925,12110
2004-07-20,310152,104472,39217,16083,126650,232043,62947,22809,65255,-105393,40138,4119,1720,2090,6645
2004-07-27,304640,101096,40987,14972,125152,223187,63420,25494,60109,-98035,37926,-3376,1770,-1498,-8856
2004-08-03,323235,112827,46894,14168,130210,237387,66030,24786,65933,-107177,41244,11731,5907,5058,14200
2004-08-10,326112,110502,52255,15057,137412,230221,63141,28579,58247,-92809,34562,-2325,5361,7202,-7166
2004-08-17,305594,88598,44494,17112,140792,213743,59092,30245,44104,-72951,28847,-21904,-7761,3380,-16478
2004-08-24,291198,77786,42965,16542,144804,202706,52066,28985,34821,-57902,23081,-10812,-1529,4012,-11037
2004-08-31,298811,83587,41835,18329,140068,207490,56827,31157,41752,-67422,25670,5801,-1130,-4736,4784
2004-09-07,298949,86810,46835,19329,132879,203250,59931,29535,39975,-70371,30396,3223,5000,-7189,-4240
2004-09-14,290238,77586,37945,14295,141422,209131,56935,28867,39641,-67709,28068,-9224,-8890,8543,5881
2004-09-21,286124,72517,39518,15841,150498,199876,47268,30889,32999,-49378,16379,-5069,1573,9076,-9255
2004-09-28,299887,87392,47258,12909,145960,217446,53626,22274,40134,-71486,31352,14875,7740,-4538,17570
2004-10-05,298514,98309,51109,12969,132850,213454,54386,20982,47200,-80604,33404,10917,3851,-13110,-3992
2004-10-12,326005,115340,56961,16101,132108,227470,62456,25473,58379,-95362,36983,17031,5852,-742,14016
2004-10-19,336318,122314,54240,15271,139218,240233,59515,26574,68074,-101015,32941,6974,-2721,7110,12763
2004-10-26,332020,118094,54802,15945,142073,234922,55908,26351,63292,-92849,29557,-4220,562,2855,-5311
2004-11-02,311116,94118,50082,16207,151964,219156,48827,25671,44036,-67192,23156,-23976,-4720,9891,-15766
2004-11-09,300220,77925,52446,17340,153563,203245,51392,27189,25479,-49682,24203,-16193,2364,1599,-15911
2004-11-16,300369,83221,50749,16923,152173,216166,48052,16531,32472,-63993,31521,5296,-1697,-1390,12921
2004-11-23,305115,89470,47387,17523,152237,224821,45885,15384,42083,-72584,30501,6249,-3362,64,8655
2004-11-30,320157,97293,47800,19493,156615,238250,46756,14614,49493,-81635,32142,7823,413,4378,13429
2004-12-07,332060,102143,48330,23830,159098,239147,46989,20753,53813,-80049,26236,4850,530,2483,897
2004-12-14,320615,92580,50223,23759,155244,215463,49032,31170,42357,-60219,17862,-9563,1893,-3854,-23684
2004-12-21,335732,82043,53752,25276,176169,228234,52244,28470,28291,-52065,23774,-10537,3529,20925,12771
2004-12-28,353075,91292,51285,27806,173679,245268,60298,28716,40007,-71589,31582,9249,-2467,-2490,17034
2005-01-04,380803,112848,54449,33097,169629,264034,65229,29223,58399,-94405,36006,21556,3164,-4050,18766
2005-01-11,353721,88567,54007,31249,173118,233398,60787,35067,34560,-60280,25720,-24281,-442,3489,-30636
2005-01-18,350458,87229,48067,31118,169792,235513,62319,35760,39162,-65721,26559,-1338,-5940,-3326,2115
2005-01-25,374488,87156,41824,35668,171882,251944,79782,45052,45332,-80062,34730,-73,-6243,2090,16431
2005-02-01,421891,115232,36592,39017,179996,303913,87646,42369,78640,-123917,45277,28076,-5232,8114,51969
2005-02-08,400084,110227,32220,28906,175234,292795,85717,46163,78007,-117561,39554,-5005,-4372,-4762,-11118
2005-02-15,389035,115045,29210,21141,170914,302813,81935,35871,85835,-131899,46064,4818,-3010,-4320,10018
2005-02-22,381448,111817,30107,20430,169551,290826,79650,40085,81710,-121275,39565,-3228,897,-1363,-11987
2005-03-01,360142,103081,33169,24679,161061,265857,71321,36437,69912,-104796,34884,-8736,3062,-8490,-24969
2005-03-08,349343,90029,37249,23173,168939,249944,67202,38977,52780,-81005,28225,-13052,4080,7878,-15913
2005-03-15,359588,95023,26308,26063,166408,267025,72094,40192,68715,-100617,31902,4994,-10941,-2531,17081
2005-03-22,358455,90117,28734,26155,173477,257235,68706,46331,61383,-83758,22375,-4906,2426,7069,-9790
2005-03-29,352084,76093,44295,24742,185709,230404,65540,52643,31798,-44695,12897,-14024,15561,12232,-26831
2005-04-05,363911,70850,63066,27919,195661,215950,69481,56976,7784,-20289,12505,-5243,18771,9952,-14454
2005-04-12,354839,67311,83494,14550,206630,196863,66348,59932,-16183,9767,6416,-3539,20428,10969,-19087
2005-04-19,349087,60310,94538,12150,209539,188313,67088,54086,-34228,21226,13002,-7001,11044,2909,-8550
2005-04-26,350292,68313,98292,13276,206677,189503,62026,49221,-29979,17174,12805,8003,3754,-2862,1190
2005-05-03,345753,67882,99288,12995,205682,183795,59194,49675,-31406,21887,9519,-431,996,-995,-5708
2005-05-10,353842,67619,103481,14139,216525,184223,55559,51999,-35862,32302,3560,-263,4193,10843,428
2005-05-17,358172,69484,102099,12531,224674,190216,51483,53326,-32615,34458,-1843,1865,-1382,8149,5993
2005-05-24,359726,63485,97050,15867,226782,200255,53592,46554,-33565,26527,7038,-5999,-5049,2108,10039
2005-05-31,363027,65730,91021,13679,227152,211985,56466,46342,-25291,15167,10124,2245,-6029,370,11730
2005-06-07,361372,69678,85835,15182,220235,222645,56277,37710,-16157,-2410,18567,3948,-5186,-6917,10660
2005-06-14,352603,71371,68984,15668,206194,229815,59370,38136,2387,-23621,21234,1693,-16851,-14041,7170
2005-06-21,369363,77192,59517,14069,218336,258835,59766,36942,17675,-40499,22824,5821,-9467,12142,29020
2005-06-28,385202,101092,64164,15899,201414,261156,66797,43983,36928,-59742,22814,23900,4647,-16922,2321
2005-07-05,376077,110689,54201,14513,189854,268051,61021,39312,56488,-78197,21709,9597,-9963,-11560,6895
2005-07-12,394354,122431,53405,16413,190355,286682,65155,37854,69026,-96327,27301,11742,-796,501,18631
2005-07-19,410328,127970,46542,25632,189988,300121,66738,38033,81428,-110133,28705,5539,-6863,-367,13439
2005-07-26,424133,136830,40279,24422,194195,324417,68686,35015,96551,-130222,33671,8860,-6263,4207,24296
2005-08-02,452855,154747,42061,29153,190137,340482,78818,41159,112686,-150345,37659,17917,1782,-4058,16065
2005-08-09,489576,174115,51109,36234,202135,357393,77092,44840,123006,-155258,32252,19368,9048,11998,16911
2005-08-16,472883,165801,51640,33777,201579,346888,71726,40578,114161,-145309,31148,-8314,531,-556,-10505
2005-08-23,465529,156348,49227,33038,200520,341513,75623,41751,107121,-140993,33872,-9453,-2413,-1059,-5375
2005-08-30,474985,163292,46148,45565,187051,337694,79077,45578,117144,-150643,33499,6944,-3079,-13469,-3819
2005-09-06,483634,172346,42740,48057,177810,336587,85421,56250,129606,-158777,29171,9054,-3408,-9241,-1107
2005-09-13,468489,179403,31098,28108,180774,367187,80204,42096,148305,-186413,38108,7057,-11642,2964,30600
2005-09-20,486938,189775,31513,29510,186716,377587,80937,48328,158262,-190871,32609,10372,415,5942,10400
2005-09-27,460099,172305,33726,22899,185478,360286,79417,43188,138579,-174808,36229,-17470,2213,-1238,-17301
2005-10-04,458136,164891,34755,31538,182075,345989,79632,45854,130136,-163914,33778,-7414,1029,-3403,-14297
2005-10-11,456345,170785,36034,30060,181854,353744,73646,36507,134751,-171890,37139,5894,1279,-221,7755
2005-10-18,475768,165611,39711,29644,205379,374979,75134,31434,125900,-169600,43700,-5174,3677,23525,21235
2005-10-25,472662,167350,37638,31167,203848,371546,70297,32311,129712,-167698,37986,1739,-2073,-1531,-3433
2005-11-01,460599,147414,31696,33962,214568,357341,64655,37600,115718,-142773,27055,-19936,-5942,10720,-14205
2005-11-08,464156,142067,33967,36266,219229,357724,66594,36199,108100,-138495,30395,-5347,2271,4661,383
2005-11-15,475030,146268,35740,38789,220621,366003,69352,34498,110528,-145382,34854,4201,1773,1392,8279
2005-11-22,488989,147482,35343,37514,232583,383333,71410,32799,112139,-150750,38611,1214,-397,11962,17330
2005-11-29,500572,149403,32307,42416,233359,389529,75394,36320,117096,-156170,39074,1921,-3036,776,6196
2005-12-06,517813,147922,32498,44303,246456,401665,79132,39347,115424,-155209,39785,-1481,191,13097,12136
2005-12-13,519427,136727,33005,45386,254514,402749,82800,38287,103722,-148235,44513,-11195,507,8058,1084
2005-12-20,527468,129330,31772,43643,273724,413693,80771,38360,97558,-139969,42411,-7397,-1233,19210,10944
2005-12-27,532810,125167,36033,48078,280157,414231,79408,34468,89134,-134074,44940,-4163,4261,6433,538
2006-01-03,532712,132491,38804,49336,275312,407563,75573,37009,93687,-132251,38564,7324,2771,-4845,-6668
2006-01-10,536758,133129,41978,53052,278782,405570,71795,36158,91151,-126788,35637,638,3174,3470,-1993
2006-01-17,531625,131518,34304,52613,267303,402447,80191,42261,97214,-135144,37930,-1611,-7674,-11479,-3123
2006-01-24,507294,124501,35815,36402,270728,399233,75663,35844,88686,-128505,39819,-7017,1511,3425,-3214
2006-01-31,518793,119581,37750,42844,277705,399312,78663,38887,81831,-121607,39776,-4920,1935,6977,79
2006-02-07,516881,120658,33240,37835,289515,411633,68873,34173,87418,-122118,34700,1077,-4510,11810,12321
2006-02-14,496280,112496,29540,38386,277240,395481,68158,32873,82956,-118241,35285,-8162,-3700,-12275,-16152
2006-02-21,487329,111957,32834,33253,282019,389089,60100,32153,79123,-107070,27947,-539,3294,4779,-6392
2006-02-28,464326,107994,36234,28534,269899,371315,57899,28243,71760,-101416,29656,-3963,3400,-12120,-17774
2006-03-07,458466,105980,34106,28988,267024,370440,56474,24932,71874,-103416,31542,-2014,-2128,-2875,-875
2006-03-14,454610,105243,32187,26843,266065,367714,56459,27866,73056,-101649,28593,-737,-1919,-959,-2726
2006-03-21,462834,106525,33655,27459,264441,372739,64409,28981,72870,-108298,35428,1282,1468,-1624,5025
2006-03-28,479103,107516,33112,33841,261107,375687,76639,36463,74404,-114580,40176,991,-543,-3334,2948
2006-04-04,487062,115542,28351,37287,256135,385550,78098,35874,87191,-129415,42224,8026,-4761,-4972,9863
2006-04-11,475643,117223,28140,32126,251562,374180,74732,41197,89083,-122618,33535,1681,-211,-4573,-11370
2006-04-18,460723,104045,21675,22701,255378,375535,78599,40812,82370,-120157,37787,-13178,-6465,3816,1355
2006-04-25,475389,101262,25467,33013,270242,368224,70872,48685,75795,-97982,22187,-2783,3792,14864,-7311
2006-05-02,477939,101646,25508,35297,268982,375165,72014,41969,76138,-106183,30045,384,41,-1260,6941
2006-05-09,491563,109170,31885,34150,272478,383156,75765,42372,77285,-110678,33393,7524,6377,3496,7991
2006-05-16,496944,113003,35015,36262,274889,382468,72790,43199,77988,-107579,29591,3833,3130,2411,-688
2006-05-23,490923,99567,38142,40788,282537,365695,68031,46298,61425,-83158,21733,-13436,3127,7648,-16773
2006-05-30,485191,99708,42126,40885,279360,355031,65238,47149,57582,-75671,18089,141,3984,-3177,-10664
2006-06-06,481640,96537,37700,45144,274786,340439,65173,58357,58837,-65653,6816,-3171,-4426,-4574,-14592
2006-06-13,455791,93720,37233,31482,272963,335529,57626,51547,56487,-62566,6079,-2817,-467,-1823,-4910
2006-06-20,448012,92870,34518,33991,261112,334802,60039,44701,58352,-73690,15338,-850,-2715,-11851,-727
2006-06-27,433368,92724,36128,27375,250829,321370,62440,48495,56596,-70541,13945,-146,1610,-10283,-13432
2006-07-03,427937,90999,38281,28379,247477,321409,61082,39868,52718,-73932,21214,-1725,2153,-3352,39
2006-07-11,455705,97847,46897,33499,257392,340989,66967,34320,50950,-83597,32647,6848,8616,9915,19580
2006-07-18,462175,98625,45237,39352,262315,335371,61883,42215,53388,-73056,19668,778,-1660,4923,-5618
2006-07-25,464034,95546,40319,45659,261164,331733,61665,46323,55227,-70569,15342,-3079,-4918,-1151,-3638
2006-08-01,469125,97723,48628,47498,264976,325020,58928,47979,49095,-60044,10949,2177,8309,3812,-6713
2006-08-08,472069,88709,51235,48956,278997,319044,55407,52834,37474,-40047,2573,-9014,2607,14021,-5976
2006-08-15,479535,88311,57226,46336,286859,320570,58029,55403,31085,-33711,2626,-398,5991,7862,1526
2006-08-22,476171,87551,61322,47482,281967,309557,59171,57810,26229,-27590,1361,-760,4096,-4892,-11013
2006-08-29,494058,89986,63434,49223,294374,319803,60475,61598,26552,-25429,-1123,2435,2112,12407,10246
2006-09-05,505361,95058,73453,45727,300001,325262,64575,60919,21605,-25261,3656,5072,10019,5627,5459
2006-09-12,510361,97243,64408,40565,308603,338989,63950,66399,32835,-30386,-2449,2185,-9045,8602,13727
2006-09-19,500233,96650,56701,45684,298486,339866,59413,57982,39949,-41380,1431,-593,-7707,-10117,877
2006-09-26,473478,91428,56474,41414,289562,324474,51074,51116,34954,-34912,-42,-5222,-227,-8924,-15392
2006-10-03,432984,90108,61469,38452,252811,277201,51613,55862,28639,-24390,-4249,-1320,4995,-36751,-47273
2006-10-10,436978,90259,58022,38520,262729,285758,45470,54678,32237,-23029,-9208,151,-3447,9918,8557
2006-10-17,455127,94475,52881,40147,268745,306162,51760,55937,41594,-37417,-4177,4216,-5141,6016,20404
2006-10-24,457173,90993,55833,36384,277490,310277,52306,54679,35160,-32787,-2373,-3482,2952,8745,4115
2006-10-31,472934,91922,58402,37131,288777,322094,55104,55307,33520,-33317,-203,929,2569,11287,11817
2006-11-07,487900,91596,63948,37262,298770,332207,60272,54483,27648,-33437,5789,-326,5546,9993,10113
2006-11-14,500291,87770,58243,41856,308911,343666,61754,56526,29527,-34755,5228,-3826,-5705,10141,11459
2006-11-21,507837,82442,60819,44106,321263,349087,60026,53825,21623,-27824,6201,-5328,2576,12352,5421
2006-11-28,524037,85511,58689,46462,328351,366110,63713,52776,26822,-37759,10937,3069,-2130,7088,17023
2006-12-05,550143,86166,59893,54468,338149,380257,71360,55525,26273,-42108,15835,655,1204,9798,14147
2006-12-12,564627,90543,70809,51255,342861,370785,79968,71778,19734,-27924,8190,4377,10916,4712,-9472
2006-12-19,567027,92404,64467,55607,350233,380297,68783,66656,27937,-30064,2127,1861,-6342,7372,9512
2006-12-26,571200,94206,64825,57151,353111,397140,66732,52084,29381,-44029,14648,1802,358,2878,16843
2007-01-03,583572,94032,74777,62124,361281,389655,66135,57016,19255,-28374,9119,-174,9952,8170,-7485
2007-01-09,597980,89577,88240,66280,373492,375307,68631,68153,1337,-1815,478,-4455,13463,12211,-14348
2007-01-16,627005,87024,105352,62422,407062,387169,70497,72062,-18328,19893,-1565,-2553,17112,33570,11862
2007-01-23,654555,92993,106668,69400,423001,405691,69161,72796,-13675,17310,-3635,5969,1316,15939,18522
2007-01-30,678454,92417,118375,75340,434050,407352,76647,77387,-25958,26698,-740,-576,11707,11049,1661
2007-02-06,703998,93228,130673,78326,450896,415539,81548,79460,-37445,35357,2088,811,12298,16846,8187
2007-02-13,702692,90488,133457,58438,478204,439874,75562,70923,-42969,38330,4639,-2740,2784,27308,24335
2007-02-20,697049,92825,112286,58929,466651,446954,78644,78880,-19461,19697,-236,2337,-21171,-11553,7080
2007-02-27,668314,100054,112790,53926,437180,431212,77154,70386,-12736,5968,6768,7229,504,-29471,-15742
2007-03-06,650161,106147,88657,50125,432535,463856,61354,47523,17490,-31321,13831,6093,-24133,-4645,32644
2007-03-13,647824,103059,91274,51672,423364,453695,69729,51183,11785,-30331,18546,-3088,2617,-9171,-10161
2007-03-20,651751,106745,114883,58822,418241,420583,67943,57463,-8138,-2342,10480,3686,23609,-5123,-33112
2007-03-27,654751,108762,132440,59746,408078,397750,78165,64815,-23678,10328,13350,2017,17557,-10163,-22833
2007-04-03,667293,113502,141889,59789,422111,404878,71891,60737,-28387,17233,11154,4740,9449,14033,7128
2007-04-10,677356,117973,157873,54277,428251,399973,76855,65233,-39900,28278,11622,4471,15984,6140,-4905
2007-04-17,683697,123233,151786,47737,436638,417823,76089,66351,-28553,18815,9738,5260,-6087,8387,17850
2007-04-24,692549,122875,163614,43878,459325,425139,66471,59918,-40739,34186,6553,-358,11828,22687,7316
2007-05-01,708275,133619,169092,51677,452606,421546,70373,65960,-35473,31060,4413,10744,5478,-6719,-3593
2007-05-08,716356,141514,177947,53094,456438,424649,65310,60666,-36433,31789,4644,7895,8855,3832,3103
2007-05-15,737950,136675,186135,55048,473132,426794,73095,69973,-49460,46338,3122,-4839,8188,16694,2145
2007-05-22,756122,138950,179973,62218,481389,446989,73565,66942,-41023,34400,6623,2275,-6162,8257,20195
2007-05-29,762392,135655,168003,63623,484966,467120,78148,63646,-32348,17846,14502,-3295,-11970,3577,20131
2007-06-05,752655,144134,173329,53798,460856,462105,93867,63423,-29195,-1249,30444,8479,5326,-24110,-5015
2007-06-12,688475,149113,140044,46674,415441,432500,77247,69257,9069,-17059,7990,4979,-33285,-45415,-29605
2007-06-19,678521,136826,145534,49466,422125,424327,70104,59194,-8708,-2202,10910,-12287,5490,6684,-8173
2007-06-26,667014,142745,141670,49601,410418,418690,64250,57053,1075,-8272,7197,5919,-3864,-11707,-5637
2007-07-03,653368,144707,154414,47740,400676,398091,60245,53123,-9707,2585,7122,1962,12744,-9742,-20599
2007-07-10,660083,148132,148186,48577,394592,410796,68782,52524,-54,-16204,16258,3425,-6228,-6084,12705
2007-07-17,667540,154025,149956,44185,391486,420043,77844,53356,4069,-28557,24488,5893,1770,-3106,9247
2007-07-24,707122,160746,137915,41477,425760,477249,79139,50481,22831,-51489,28658,6721,-12041,34274,57206
2007-07-31,692159,155102,130804,46507,429469,482156,61081,32692,24298,-52687,28389,-5644,-7111,3709,4907
2007-08-07,673537,141417,129519,51022,427829,459659,53269,33337,11898,-31830,19932,-13685,-1285,-1640,-22497
2007-08-14,670317,130836,146977,49852,428411,427338,61218,46150,-16141,1073,15068,-10581,17458,582,-32321
2007-08-21,656899,129410,161530,51217,412385,391245,63887,52907,-32120,21140,10980,-1426,14553,-16026,-36093
2007-08-28,652372,132737,141856,57257,400395,400601,61983,52658,-9119,-206,9325,3327,-19674,-11990,9356
2007-09-04,666553,132910,141956,64004,404105,404022,65534,56571,-9046,83,8963,173,100,3710,3421
2007-09-11,666459,131293,151255,55256,407868,396125,72042,63823,-19962,11743,8219,-1617,9299,3763,-7897
2007-09-18,641961,126274,152873,35251,408335,383819,72101,70018,-26599,24516,2083,-5019,1618,467,-12306
2007-09-25,652652,140893,124212,36326,397581,432859,77852,59255,16681,-35278,18597,14619,-28661,-10754,49040
2007-10-02,631152,143845,119434,32090,385103,427549,70114,52079,24411,-42446,18035,2952,-4778,-12478,-5310
2007-10-09,628448,144162,110658,33469,385123,429456,65694,54865,33504,-44333,10829,317,-8776,20,1907
2007-10-16,679933,177201,114255,37911,390916,474334,73905,53433,62946,-83418,20472,33039,3597,5793,44878
2007-10-23,718923,204370,109746,40306,394200,514913,80047,53958,94624,-120713,26089,27169,-4509,3284,40579
2007-10-30,744436,208057,102614,35210,406889,527147,94280,79465,105443,-120258,14815,3687,-7132,12689,12234
2007-11-06,767239,211401,101038,33218,439017,574867,83603,58116,110363,-135850,25487,3344,-1576,32128,47720
2007-11-13,760732,210948,118341,33161,436100,552276,80523,56954,92607,-116176,23569,-453,17303,-2917,-22591
2007-11-20,762153,217422,137702,34300,426962,522119,83469,68032,79720,-95157,15437,6474,19361,-9138,-30157
2007-11-27,763423,219295,154700,33134,432276,510389,78718,65200,64595,-78113,13518,1873,16998,5314,-11730
2007-12-04,784065,222154,140130,32593,448486,542027,80832,69315,82024,-93541,11517,2859,-14570,16210,31638
2007-12-11,809937,241643,120638,40433,434854,582918,93007,65948,121005,-148064,27059,19489,-19492,-13632,40891
2007-12-18,846919,258778,123398,43264,447413,617861,97464,62396,135380,-170448,35068,17135,2760,12559,34943
2007-12-24,861893,268865,111961,49364,451812,650681,91852,49887,156904,-198869,41965,10087,-11437,4399,32820
