market,date,oi,nc_l,nc_s,nc_sp,c_l,c_s,nr_l,nr_s,nc_net,c_net,nc_l_chg,nc_s_chg,c_l_chg,c_s_chg
小麦 SRW (CBOT),1999-05-04,143930,13930,29698,33967,62594,54622,33439,25643,-15768,7972,601,3891,-4860,-7937
小麦 SRW (CBOT),1999-05-11,143819,15916,28898,31605,61615,56984,34683,26332,-12982,4631,1986,-800,-979,2362
小麦 SRW (CBOT),1999-05-18,145161,17433,28499,31566,59899,55090,36263,30007,-11066,4809,1517,-399,-1716,-1894
小麦 SRW (CBOT),1999-05-25,146617,15932,28633,33287,59780,50553,37617,34143,-12701,9227,-1501,135,-119,-4536
小麦 SRW (CBOT),1999-06-01,148928,16084,29641,34608,64441,55055,33795,29625,-13557,9386,152,1008,4660,4501
小麦 SRW (CBOT),1999-06-08,152444,15303,28173,34748,64703,60856,37690,28667,-12870,3847,-781,-1468,262,5801
小麦 SRW (CBOT),1999-06-15,149136,15796,25420,32786,60536,61566,40017,29363,-9624,-1030,493,-2752,-4167,710
小麦 SRW (CBOT),1999-06-22,138138,15998,26915,22997,60500,59082,38643,29145,-10917,1418,202,1495,-36,-2485
小麦 SRW (CBOT),1999-06-29,139370,16755,27460,30024,56834,55053,35758,26833,-10705,1781,757,545,-3667,-4028
小麦 SRW (CBOT),1999-07-06,143810,16102,32497,30609,63157,50836,33942,29868,-16395,12321,-653,5036,6324,-4217
小麦 SRW (CBOT),1999-07-13,149061,14120,34881,31306,67542,51390,36094,31483,-20761,16152,-1982,2385,4385,554
小麦 SRW (CBOT),1999-07-20,151763,14354,37034,32314,67374,52233,37721,30182,-22680,15141,235,2152,-168,842
小麦 SRW (CBOT),1999-07-27,160857,17751,31471,35601,66002,64176,41504,29610,-13720,1826,3397,-5563,-1372,11943
小麦 SRW (CBOT),1999-08-03,174459,26555,19525,37246,61883,89629,48775,28058,7030,-27746,8804,-11946,-4118,25453
小麦 SRW (CBOT),1999-08-10,180552,26416,14905,40081,63625,97966,50431,27601,11511,-34341,-139,-4620,1741,8337
小麦 SRW (CBOT),1999-08-17,174383,26973,13430,36891,62959,97653,47560,26409,13543,-34694,557,-1476,-666,-313
小麦 SRW (CBOT),1999-08-24,160459,26916,14547,29592,58261,90148,45691,26173,12369,-31887,-57,1117,-4698,-7505
小麦 SRW (CBOT),1999-08-31,163655,26559,15767,32876,59536,87042,44683,27970,10792,-27506,-356,1220,1275,-3106
小麦 SRW (CBOT),1999-09-07,168656,27845,15767,32808,57328,91511,50675,28571,12078,-34183,1286,0,-2208,4469
小麦 SRW (CBOT),1999-09-14,170391,27554,13939,32227,60063,97234,50547,26991,13615,-37171,-292,-1827,2735,5723
小麦 SRW (CBOT),1999-09-21,164326,21103,22592,33156,63957,78584,46110,29995,-1489,-14627,-6451,8652,3894,-18650
小麦 SRW (CBOT),1999-09-28,170274,19944,25097,34854,66223,81860,49254,28463,-5153,-15637,-1159,2505,2266,3277
小麦 SRW (CBOT),1999-10-05,166779,16721,24889,34375,69044,78763,46640,28753,-8168,-9719,-3223,-208,2821,-3098
小麦 SRW (CBOT),1999-10-12,171916,17430,31905,34082,71114,77134,49290,28795,-14475,-6020,709,7016,2071,-1629
小麦 SRW (CBOT),1999-10-19,176030,16097,33865,33558,70745,78464,55629,30143,-17768,-7719,-1332,1960,-369,1330
小麦 SRW (CBOT),1999-10-26,181085,14741,35753,38450,71158,75530,56736,31351,-21012,-4372,-1356,1889,412,-2934
小麦 SRW (CBOT),1999-11-02,182219,16694,32261,39691,69867,79413,55967,30854,-15567,-9546,1952,-3492,-1291,3882
小麦 SRW (CBOT),1999-11-09,182214,15959,29343,40380,68381,80737,57494,31754,-13384,-12356,-735,-2918,-1486,1324
小麦 SRW (CBOT),1999-11-16,186991,15420,31964,44806,71612,78832,55153,31390,-16544,-7220,-538,2620,3230,-1905
小麦 SRW (CBOT),1999-11-23,158385,15237,29649,24783,65494,70846,52870,33107,-14412,-5352,-183,-2314,-6117,-7986
小麦 SRW (CBOT),1999-11-30,157809,14679,31209,29189,63800,61757,50140,35653,-16530,2043,-558,1560,-1694,-9089
小麦 SRW (CBOT),1999-12-07,156233,14371,32508,27504,66673,65517,47684,30703,-18137,1156,-308,1299,2873,3760
小麦 SRW (CBOT),1999-12-14,157200,13900,30247,28125,68259,66998,46916,31830,-16347,1261,-471,-2261,1586,1480
小麦 SRW (CBOT),1999-12-21,148301,16844,27757,25139,63971,67321,42346,28083,-10913,-3350,2944,-2490,-4288,323
小麦 SRW (CBOT),1999-12-28,155070,14762,26729,31277,66989,71593,42042,25471,-11967,-4604,-2082,-1028,3017,4271
小麦 SRW (CBOT),2000-01-04,161059,15207,25839,33594,69719,74198,42539,27429,-10632,-4479,445,-890,2730,2605
小麦 SRW (CBOT),2000-01-11,168799,18674,24039,34924,67802,83765,47399,26071,-5365,-15963,3467,-1800,-1917,9567
小麦 SRW (CBOT),2000-01-18,172618,19620,21142,36801,65890,88206,50306,26469,-1522,-22316,946,-2897,-1912,4441
小麦 SRW (CBOT),2000-01-25,175049,20887,16918,38726,67585,94241,47851,25164,3969,-26656,1267,-4224,1695,6035
小麦 SRW (CBOT),2000-02-01,176626,21550,20285,39544,70883,89924,44649,26872,1265,-19041,664,3368,3298,-4316
小麦 SRW (CBOT),2000-02-08,181886,22441,20829,41211,72629,92193,45605,27654,1612,-19564,891,543,1746,2269
小麦 SRW (CBOT),2000-02-15,193515,33018,12046,44549,69948,109548,46001,27372,20972,-39600,10577,-8783,-2682,17355
小麦 SRW (CBOT),2000-02-22,169452,27859,12676,29828,68513,102013,43253,24936,15183,-33500,-5159,630,-1435,-7536
小麦 SRW (CBOT),2000-02-29,151383,17710,21785,28932,68191,77661,36550,23005,-4075,-9470,-10148,9110,-321,-24352
小麦 SRW (CBOT),2000-03-07,157523,16550,25878,30949,71125,75782,38899,24914,-9328,-4657,-1160,4092,2933,-1878
小麦 SRW (CBOT),2000-03-14,158069,18792,23194,32521,64869,78985,41886,23369,-4402,-14116,2242,-2684,-6255,3203
小麦 SRW (CBOT),2000-03-21,156510,20134,22725,30867,64975,78416,40534,24502,-2591,-13441,1341,-469,105,-569
小麦 SRW (CBOT),2000-03-28,160638,19570,32012,31726,69412,71854,39930,25046,-12442,-2442,-564,9287,4437,-6562
小麦 SRW (CBOT),2000-04-04,163034,18844,28246,32005,67335,74243,44849,28539,-9402,-6908,-726,-3766,-2077,2390
小麦 SRW (CBOT),2000-04-11,169183,20600,28848,35110,65132,74316,48341,30909,-8248,-9184,1756,602,-2203,72
小麦 SRW (CBOT),2000-04-18,168292,21307,30555,34503,63243,71836,49239,31398,-9248,-8593,707,1707,-1889,-2480
小麦 SRW (CBOT),2000-04-25,153981,19702,30093,27729,61035,68328,45515,27832,-10391,-7293,-1605,-462,-2208,-3508
小麦 SRW (CBOT),2000-05-02,158833,21278,34720,33137,60458,62986,43960,27990,-13442,-2528,1576,4627,-578,-5342
小麦 SRW (CBOT),2000-05-09,161378,23858,24129,37872,55735,74177,43913,25200,-271,-18442,2580,-10591,-4723,11190
小麦 SRW (CBOT),2000-05-16,176425,31126,16626,44185,52925,89399,48188,26215,14500,-36474,7268,-7503,-2809,15222
小麦 SRW (CBOT),2000-05-23,182105,31431,17661,46158,54077,91841,50439,26444,13770,-37764,305,1036,1152,2442
小麦 SRW (CBOT),2000-05-30,177729,28317,17743,45118,55546,88298,48748,26570,10574,-32752,-3114,82,1469,-3544
小麦 SRW (CBOT),2000-06-06,172740,25729,23290,43588,55622,75640,47801,30222,2439,-20018,-2588,5547,76,-12658
小麦 SRW (CBOT),2000-06-13,174939,24308,23241,41727,59114,81145,49790,28826,1067,-22031,-1422,-49,3493,5505
小麦 SRW (CBOT),2000-06-20,181665,25420,20908,45571,59066,85609,51608,29577,4512,-26543,1113,-2333,-49,4464
小麦 SRW (CBOT),2000-06-27,167091,28556,13109,36368,54503,90005,47664,27610,15447,-35502,3136,-7799,-4563,4396
小麦 SRW (CBOT),2000-07-05,161366,22548,19298,33789,56771,77315,48259,30963,3250,-20544,-6009,6190,2267,-12689
小麦 SRW (CBOT),2000-07-11,171702,21707,22744,38586,64520,79990,46890,30382,-1037,-15470,-841,3446,7749,2674
小麦 SRW (CBOT),2000-07-18,182792,19647,24981,42157,76823,83448,44165,32206,-5334,-6625,-2060,2236,12304,3459
小麦 SRW (CBOT),2000-07-25,188772,20848,27492,43673,78041,82025,46210,35582,-6644,-3984,1201,2511,1218,-1423
小麦 SRW (CBOT),2000-08-01,191734,22900,27844,44384,74011,82813,50438,36693,-4944,-8802,2052,351,-4030,788
小麦 SRW (CBOT),2000-08-08,187576,22309,30246,45174,74139,77871,45954,34285,-7937,-3732,-592,2403,128,-4942
小麦 SRW (CBOT),2000-08-15,185207,22263,30153,42166,72205,81666,48574,31223,-7890,-9461,-46,-93,-1934,3794
小麦 SRW (CBOT),2000-08-22,174530,24392,31067,36175,64715,75286,49248,32001,-6675,-10571,2129,914,-7490,-6379
小麦 SRW (CBOT),2000-08-29,171345,28683,25244,35628,56843,78602,50191,31871,3439,-21759,4291,-5823,-7872,3316
小麦 SRW (CBOT),2000-09-05,172797,29971,24745,36875,53702,81045,52248,30132,5226,-27343,1288,-499,-3141,2443
小麦 SRW (CBOT),2000-09-12,174745,29982,25098,36515,55389,76648,52859,36485,4884,-21259,11,353,1687,-4396
小麦 SRW (CBOT),2000-09-19,179104,26345,29290,39597,61183,70713,51979,39505,-2945,-9530,-3637,4192,5794,-5936
小麦 SRW (CBOT),2000-09-26,181764,25739,28267,40114,63744,74659,52167,38724,-2528,-10915,-606,-1023,2561,3946
小麦 SRW (CBOT),2000-10-03,186895,25533,22491,45506,61750,82332,54107,36566,3042,-20582,-206,-5776,-1994,7672
小麦 SRW (CBOT),2000-10-10,193493,30885,19637,48273,59785,88582,54550,37001,11248,-28797,5352,-2854,-1965,6251
小麦 SRW (CBOT),2000-10-17,194141,32175,15035,49625,58752,89318,53588,40163,17140,-30566,1290,-4603,-1033,736
小麦 SRW (CBOT),2000-10-24,194293,27535,17565,51590,61489,82927,53678,42211,9970,-21438,-4640,2530,2737,-6391
小麦 SRW (CBOT),2000-10-31,199304,26436,20353,53307,65855,87672,53707,37972,6083,-21817,-1100,2788,4366,4746
小麦 SRW (CBOT),2000-11-07,201649,23538,18915,54369,68498,98168,55243,30196,4623,-29670,-2897,-1438,2643,10496
小麦 SRW (CBOT),2000-11-14,200454,23077,20311,51542,70707,107569,55128,21032,2766,-36862,-461,1396,2209,9401
小麦 SRW (CBOT),2000-11-21,175877,23667,22422,33842,62468,87092,55900,32521,1245,-24624,589,2110,-8239,-20477
小麦 SRW (CBOT),2000-11-28,173040,24238,23051,36317,59087,82464,53398,31208,1187,-23377,571,629,-3380,-4628
小麦 SRW (CBOT),2000-12-05,161531,28902,23583,30237,55083,80097,47308,27613,5319,-25014,4665,532,-4004,-2367
小麦 SRW (CBOT),2000-12-12,161397,26968,25940,29597,57607,79148,47225,26712,1028,-21541,-1935,2357,2524,-948
小麦 SRW (CBOT),2000-12-19,164992,26011,29098,31789,57301,76411,49891,27695,-3087,-19110,-957,3158,-306,-2738
小麦 SRW (CBOT),2000-12-26,161798,25293,25677,31748,56210,80149,48547,24223,-384,-23939,-718,-3421,-1091,3739
小麦 SRW (CBOT),2001-01-02,165342,26251,23203,32128,57083,85163,49880,24848,3048,-28080,958,-2474,874,5014
小麦 SRW (CBOT),2001-01-09,182527,34556,19963,34249,60696,104148,53026,24167,14593,-43452,8305,-3239,3613,18984
小麦 SRW (CBOT),2001-01-16,187074,35623,13332,36718,62554,109800,52179,27224,22291,-47246,1067,-6631,1858,5652
小麦 SRW (CBOT),2001-01-23,187862,35030,12311,37317,62031,110373,53485,27861,22719,-48342,-592,-1021,-523,574
小麦 SRW (CBOT),2001-01-30,178217,25173,15037,38700,66279,95347,48065,29132,10136,-29068,-9858,2726,4248,-15026
小麦 SRW (CBOT),2001-02-06,182288,24283,26227,37460,71619,88469,48926,30132,-1944,-16850,-890,11190,5341,-6878
小麦 SRW (CBOT),2001-02-13,190003,25593,37400,40753,75745,81334,47912,30515,-11807,-5589,1310,11174,4125,-7135
小麦 SRW (CBOT),2001-02-20,178034,25766,38575,32936,71593,77066,47738,29458,-12809,-5473,173,1175,-4151,-4269
小麦 SRW (CBOT),2001-02-27,173641,25275,40609,33494,69979,70919,44893,28619,-15334,-940,-491,2034,-1614,-6147
小麦 SRW (CBOT),2001-03-06,170728,25018,36831,33990,64612,75709,47109,24198,-11813,-11097,-257,-3778,-5368,4791
小麦 SRW (CBOT),2001-03-13,168190,25785,30232,34018,59223,80974,49165,22966,-4447,-21751,767,-6599,-5389,5265
小麦 SRW (CBOT),2001-03-20,178890,25249,34736,39940,68700,79076,45002,25139,-9487,-10376,-536,4504,9478,-1898
小麦 SRW (CBOT),2001-03-27,179743,23604,35458,43358,68627,74415,44154,26512,-11854,-5788,-1645,722,-73,-4661
小麦 SRW (CBOT),2001-04-03,183144,24646,37164,44967,67672,73617,45858,27395,-12518,-5945,1042,1706,-955,-798
小麦 SRW (CBOT),2001-04-10,186057,23943,38027,48342,68129,71758,45643,27930,-14084,-3629,-703,863,456,-1860
小麦 SRW (CBOT),2001-04-17,182698,25670,34770,45986,63557,75795,47485,26146,-9100,-12238,1728,-3257,-4572,4038
小麦 SRW (CBOT),2001-04-24,167246,24676,36318,34502,58146,68101,49921,28324,-11642,-9955,-994,1548,-5411,-7694
小麦 SRW (CBOT),2001-05-01,168518,25453,30380,40502,50278,69659,52286,27978,-4927,-19381,777,-5939,-7868,1558
小麦 SRW (CBOT),2001-05-08,167834,22225,36723,41822,54978,61407,48809,27883,-14498,-6429,-3228,6344,4700,-8252
小麦 SRW (CBOT),2001-05-15,169450,23650,33986,43825,52378,62195,49597,29444,-10336,-9817,1425,-2737,-2600,789
小麦 SRW (CBOT),2001-05-22,181786,26130,38681,50447,60990,65985,44220,26674,-12551,-4995,2480,4694,8611,3790
小麦 SRW (CBOT),2001-05-29,187330,28599,38065,51025,62127,71121,45580,27120,-9466,-8994,2469,-616,1137,5136
小麦 SRW (CBOT),2001-06-05,195270,26971,36887,56714,65394,73179,46190,28490,-9916,-7785,-1628,-1177,3267,2058
小麦 SRW (CBOT),2001-06-12,200191,27296,36147,59159,67279,77335,46456,27549,-8851,-10056,325,-740,1885,4157
小麦 SRW (CBOT),2001-06-19,204985,29553,38115,57748,71238,80962,46446,28161,-8562,-9724,2257,1968,3959,3626
小麦 SRW (CBOT),2001-06-26,176579,27407,38769,40695,67791,70575,40685,26539,-11362,-2784,-2146,655,-3447,-10386
小麦 SRW (CBOT),2001-07-03,181828,27570,39345,40814,74214,75900,39230,25768,-11775,-1686,163,576,6423,5325
小麦 SRW (CBOT),2001-07-10,178358,28305,33899,39063,72347,81242,38644,24155,-5594,-8895,735,-5446,-1868,5341
小麦 SRW (CBOT),2001-07-17,185893,30482,18025,42947,70722,100689,41741,24231,12457,-29967,2177,-15874,-1624,19448
小麦 SRW (CBOT),2001-07-24,187217,31903,15891,40799,73029,107531,41486,22997,16012,-34502,1421,-2135,2307,6841
小麦 SRW (CBOT),2001-07-31,185279,31115,14795,40383,74737,107496,39043,22605,16320,-32759,-788,-1096,1708,-35
小麦 SRW (CBOT),2001-08-07,185026,28031,18960,41122,77702,102090,38171,22854,9071,-24388,-3084,4165,2965,-5406
小麦 SRW (CBOT),2001-08-14,187730,28741,20588,40836,79470,103245,38684,23061,8153,-23775,709,1628,1768,1155
小麦 SRW (CBOT),2001-08-21,193115,29709,24228,42441,82025,103104,38940,23342,5481,-21079,969,3641,2555,-141
小麦 SRW (CBOT),2001-08-28,174253,28546,21113,31954,76520,100332,37233,20853,7433,-23812,-1163,-3115,-5505,-2771
小麦 SRW (CBOT),2001-09-04,172048,29786,20022,34022,71967,97830,36274,20175,9764,-25863,1240,-1092,-4553,-2503
小麦 SRW (CBOT),2001-09-10,170885,26959,25989,34788,71373,83065,37766,27043,970,-11692,-2827,5967,-593,-14764
小麦 SRW (CBOT),2001-09-18,179254,27417,38017,39467,79130,81405,33241,20365,-10600,-2275,458,12028,7757,-1660
小麦 SRW (CBOT),2001-09-25,175191,21789,36562,39872,80631,70795,32900,27962,-14773,9836,-5628,-1454,1501,-10610
小麦 SRW (CBOT),2001-10-02,174613,21920,38421,40818,79494,67040,32380,28333,-16501,12454,132,1859,-1137,-3755
小麦 SRW (CBOT),2001-10-09,170939,22143,33453,42111,73500,67681,33185,27694,-11310,5819,222,-4968,-5994,641
小麦 SRW (CBOT),2001-10-16,167274,22557,27363,40430,69913,70860,34374,28621,-4806,-947,414,-6090,-3587,3179
小麦 SRW (CBOT),2001-10-23,169360,27853,21972,41421,64480,79318,35606,26650,5881,-14838,5296,-5391,-5433,8458
小麦 SRW (CBOT),2001-10-30,172790,34189,19907,43208,57524,87034,37869,22641,14282,-29510,6336,-2064,-6956,7717
小麦 SRW (CBOT),2001-11-06,164909,30594,13750,41914,54426,86076,37976,23169,16844,-31650,-3596,-6157,-3099,-958
小麦 SRW (CBOT),2001-11-13,151350,27207,15876,37381,51968,73584,34794,24509,11331,-21616,-3387,2126,-2458,-12492
小麦 SRW (CBOT),2001-11-20,147930,28435,15824,34966,50208,74537,34320,22603,12611,-24329,1229,-52,-1759,953
小麦 SRW (CBOT),2001-11-27,123241,24679,20742,20603,45206,58916,32752,22980,3937,-13710,-3756,4918,-5002,-15621
小麦 SRW (CBOT),2001-12-04,119290,23388,23158,20649,46204,54804,29048,20679,230,-8600,-1291,2416,997,-4112
小麦 SRW (CBOT),2001-12-11,126243,22264,28358,22895,50866,53393,30217,21596,-6094,-2527,-1125,5200,4663,-1411
小麦 SRW (CBOT),2001-12-18,130038,19760,28349,25402,55767,55947,29109,20340,-8589,-180,-2504,-9,4900,2554
小麦 SRW (CBOT),2001-12-21,129035,21358,22386,26440,51862,60256,29374,19952,-1028,-8394,1598,-5963,-3905,4309
小麦 SRW (CBOT),2001-12-28,128820,20404,22488,27161,52557,58306,28699,20865,-2084,-5749,-954,102,694,-1950
小麦 SRW (CBOT),2002-01-08,150809,36405,18259,30666,49718,79729,34021,22155,18146,-30011,16001,-4229,-2839,21423
小麦 SRW (CBOT),2002-01-15,157130,37004,14699,33211,52259,87443,34656,21777,22305,-35184,599,-3561,2541,7714
小麦 SRW (CBOT),2002-01-22,147982,31616,11592,30373,51785,83623,34208,22394,20024,-31838,-5388,-3106,-474,-3821
小麦 SRW (CBOT),2002-01-29,141181,26629,12469,30764,52332,74960,31456,22988,14160,-22628,-4987,877,547,-8663
小麦 SRW (CBOT),2002-02-05,148434,24488,28467,32469,59489,62937,31988,24562,-3979,-3448,-2142,15997,7157,-12023
小麦 SRW (CBOT),2002-02-12,148394,24232,33902,33914,60348,58698,29901,21881,-9670,1650,-256,5435,858,-4239
小麦 SRW (CBOT),2002-02-19,152186,20285,38284,35512,63263,54813,33126,23578,-17999,8450,-3947,4382,2915,-3885
小麦 SRW (CBOT),2002-02-26,132910,20352,41493,21584,57271,47778,33702,22054,-21141,9493,67,3209,-5992,-7034
小麦 SRW (CBOT),2002-03-05,129348,20576,41957,24139,51101,43969,33532,19283,-21381,7132,223,464,-6170,-3809
小麦 SRW (CBOT),2002-03-12,134843,20658,47801,24605,55781,42822,33799,19614,-27143,12959,82,5845,4680,-1147
小麦 SRW (CBOT),2002-03-19,134996,22048,43544,25371,55273,47893,32303,18188,-21496,7380,1390,-4258,-509,5071
小麦 SRW (CBOT),2002-03-26,137513,21863,39279,26325,57149,51470,32175,20439,-17416,5679,-185,-4265,1876,3577
小麦 SRW (CBOT),2002-04-02,133668,19342,32522,27227,54127,53656,32972,20263,-13180,471,-2521,-6757,-3023,2187
小麦 SRW (CBOT),2002-04-09,135780,16855,36294,27922,56212,49411,34790,22153,-19439,6801,-2487,3772,2086,-4245
小麦 SRW (CBOT),2002-04-16,135772,18957,38889,28242,54715,45823,33857,22817,-19932,8892,2102,2595,-1497,-3588
小麦 SRW (CBOT),2002-04-23,140954,18527,44677,28287,57439,44636,36702,23355,-26150,12803,-430,5787,2723,-1187
小麦 SRW (CBOT),2002-04-30,120371,17779,42587,18734,55716,39713,28143,19338,-24808,16003,-748,-2090,-1723,-4923
小麦 SRW (CBOT),2002-05-07,120187,16150,42795,21635,54419,35399,27984,20358,-26645,19020,-1629,208,-1297,-4314
小麦 SRW (CBOT),2002-05-14,115405,17685,37193,24090,46080,33193,27550,20929,-19508,12887,1535,-5602,-8338,-2206
小麦 SRW (CBOT),2002-05-21,115018,17452,35123,23935,46670,34176,26961,21784,-17671,12494,-232,-2069,590,983
小麦 SRW (CBOT),2002-05-28,118265,17434,35019,24924,48517,35180,27390,23142,-17585,13337,-18,-104,1847,1004
小麦 SRW (CBOT),2002-06-04,121121,21428,27814,27880,43698,42993,28114,22434,-6386,705,3994,-7205,-4819,7813
小麦 SRW (CBOT),2002-06-11,121641,20542,23239,30796,43420,43973,26883,23632,-2697,-553,-887,-4575,-278,981
小麦 SRW (CBOT),2002-06-18,128414,26406,18570,31754,41309,54558,28945,23532,7836,-13249,5864,-4669,-2111,10585
小麦 SRW (CBOT),2002-06-25,115442,27220,17042,19744,40346,55750,28131,22905,10178,-15404,815,-1528,-963,1192
小麦 SRW (CBOT),2002-07-02,136633,39890,13613,23610,41026,76248,32107,23162,26277,-35222,12669,-3429,679,20497
小麦 SRW (CBOT),2002-07-09,141787,42395,11617,23311,41984,82660,34097,24199,30778,-40676,2506,-1996,959,6413
小麦 SRW (CBOT),2002-07-16,151786,44547,12915,25168,43448,86864,38623,26838,31632,-43416,2151,1298,1464,4203
小麦 SRW (CBOT),2002-07-23,161230,44710,15722,28693,49028,89884,38800,26931,28988,-40856,163,2807,5580,3020
小麦 SRW (CBOT),2002-07-30,155165,44948,11103,27419,48535,90436,34263,26207,33845,-41901,238,-4619,-493,552
小麦 SRW (CBOT),2002-08-06,167168,50366,10923,32937,48421,97145,35445,26163,39443,-48724,5418,-180,-114,6709
小麦 SRW (CBOT),2002-08-13,175121,48581,12518,35670,52666,100297,38203,26635,36063,-47631,-1785,1595,4246,3152
小麦 SRW (CBOT),2002-08-20,172333,45384,13967,34908,56755,99710,35286,23747,31417,-42955,-3196,1449,4088,-587
小麦 SRW (CBOT),2002-08-27,163419,44804,13070,30855,53063,94939,34697,24556,31734,-41876,-580,-898,-3691,-4772
小麦 SRW (CBOT),2002-09-03,164044,46663,11759,28703,53898,98206,34780,25376,34904,-44308,1859,-1310,835,3267
小麦 SRW (CBOT),2002-09-10,179482,47055,11661,37352,55910,97578,39165,32891,35394,-41668,392,-98,2012,-628
小麦 SRW (CBOT),2002-09-17,186046,48212,10311,39430,57536,107900,40868,28406,37901,-50364,1157,-1350,1627,10322
